gene	category	ancestry	n_haplotypes	S_obs	Q1_uniques	Q2_duplicates	chao2	chao2_ci_lo	chao2_ci_hi	ace	jackknife1	jackknife2	pct_discovered	pct_discovered_ci_lo	pct_discovered_ci_hi	low_confidence_chao2	chao2_ci_widened
MICA	known	EUR	3886	90	13	7	102.07	82.56	109.16	99.05	103.0	109.0	88.2	82.4	100.0	False	False
MICA	known	MID	595	62	12	6	73.98	54.08	77.79	69.44	73.98	79.97	83.8	79.7	100.0	False	False
MICA	known	SAS	1452	54	12	3	77.98	46.82	77.98	67.62	65.99	74.98	69.2	69.2	100.0	False	True
MICA	known	POOLED	14001	128	21	10	150.05	117.24	150.05	150.77	149.0	160.0	85.3	85.3	100.0	False	True
MICA	novel	AFR	2328	323	271	21	2070.84	275.13	2070.84	3271.48	593.88	843.68	15.6	15.6	100.0	False	True
MICA	novel	AMR	1875	264	226	8	3454.55	223.11	3454.55	3636.73	489.88	707.65	7.6	7.6	100.0	False	True
MICA	novel	EAS	1294	156	123	10	911.87	128.79	911.87	1107.97	278.9	391.74	17.1	17.1	100.0	False	True
MICA	novel	EUR	1869	292	259	7	5080.94	250.59	5080.94	4254.79	550.86	802.6	5.7	5.7	100.0	False	True
MICA	novel	MID	338	66	44	3	387.71	51.66	387.71	224.83	109.87	150.64	17.0	17.0	100.0	False	True
MICA	novel	SAS	940	132	106	6	1067.34	107.55	1067.34	1243.71	237.89	337.68	12.4	12.4	100.0	False	True
MICA	novel	POOLED	8662	1010	880	60	7462.59	922.31	7462.59	9678.47	1889.9	2709.72	13.5	13.5	100.0	False	True
MICB	all	AFR	5786	335	255	27	1538.96	287.63	1538.96	1669.48	589.96	817.88	21.8	21.8	100.0	False	True
MICB	all	AMR	5210	348	266	30	1527.04	299.69	1527.04	2088.84	613.95	849.86	22.8	22.8	100.0	False	True
MICB	all	EAS	2826	181	137	16	767.32	151.59	767.32	898.16	317.95	438.87	23.6	23.6	100.0	False	True
MICB	all	EUR	5763	389	303	21	2574.55	339.07	2574.55	2258.11	691.95	973.85	15.1	15.1	100.0	False	True
MICB	all	MID	935	93	56	9	267.04	74.56	267.04	223.63	148.94	195.85	34.8	34.8	100.0	False	True
MICB	all	SAS	2378	173	133	8	1278.1	140.4	1278.1	1096.14	305.94	430.84	13.5	13.5	100.0	False	True
MICB	all	POOLED	22942	1100	899	69	6956.27	1000.04	6956.27	7697.72	1998.96	2828.89	15.8	15.8	100.0	False	True
MICB	known	AFR	569	44	11	6	54.07	36.65	61.17	53.41	54.98	59.97	81.4	71.9	100.0	False	False
MICB	known	AMR	854	45	12	5	59.38	37.62	71.09	56.36	56.99	63.98	75.8	63.3	100.0	False	False
MICB	known	EAS	444	28	10	6	36.31	21.26	45.2	38.7	37.98	41.97	77.1	61.9	100.0	False	False
MICB	known	EUR	1193	54	17	4	90.09	44.89	90.09	73.83	70.99	83.97	59.9	59.9	100.0	False	True
MICB	known	MID	114	33	11	6	42.99	26.12	53.31	41.57	43.9	48.87	76.8	61.9	100.0	False	False
MICB	known	SAS	288	30	11	2	60.14	23.5	60.14	43.8	40.96	49.91	49.9	49.9	100.0	False	True
MICB	known	POOLED	3468	68	15	10	79.25	60.0	90.16	87.43	83.0	88.0	85.8	75.4	100.0	False	False
MICB	novel	AFR	5228	291	244	21	1708.25	246.23	1708.25	2180.36	534.95	757.87	17.0	17.0	100.0	False	True
MICB	novel	AMR	4367	303	254	25	1593.02	260.9	1593.02	2969.32	556.94	785.84	19.0	19.0	100.0	False	True
MICB	novel	EAS	2388	153	127	10	959.11	123.53	959.11	1276.66	279.95	396.85	16.0	16.0	100.0	False	True
MICB	novel	EUR	4582	335	286	17	2740.24	286.87	2740.24	2810.23	620.94	889.82	12.2	12.2	100.0	False	True
MICB	novel	MID	821	60	45	3	397.09	45.94	397.09	305.3	104.95	146.85	15.1	15.1	100.0	False	True
MICB	novel	SAS	2092	143	122	6	1382.74	114.9	1382.74	1671.05	264.94	380.83	10.3	10.3	100.0	False	True
MICB	novel	POOLED	19516	1032	884	59	7654.17	943.52	7654.17	8273.33	1915.95	2740.87	13.5	13.5	100.0	False	True
TAP1	all	AFR	5925	367	311	15	3590.49	318.91	3590.49	3427.26	677.95	973.85	10.2	10.2	100.0	False	True
TAP1	all	AMR	5303	326	277	26	1801.28	279.23	1801.28	2998.44	602.95	853.86	18.1	18.1	100.0	False	True
TAP1	all	EAS	2876	183	161	6	2342.33	149.34	2342.33	1998.74	343.94	498.84	7.8	7.8	100.0	False	True
TAP1	all	EUR	5890	317	279	15	2911.26	273.67	2911.26	3925.99	595.95	859.87	10.9	10.9	100.0	False	True
TAP1	all	MID	951	71	53	5	351.6	54.19	351.6	416.4	123.94	171.85	20.2	20.2	100.0	False	True
TAP1	all	SAS	2434	136	119	4	1905.4	108.02	1905.4	2387.4	254.95	369.86	7.1	7.1	100.0	False	True
TAP1	all	POOLED	23425	1185	1034	68	9046.11	1080.68	9046.11	11226.33	2218.96	3184.88	13.1	13.1	100.0	False	True
TAP1	known	AFR	1232	5	0	0	5.0	5.0	5.0	5.0	5.0	5.0	100.0	100.0	100.0	False	False
TAP1	known	AMR	2190	5	0	0	5.0	5.0	5.0	5.0	5.0	5.0	100.0	100.0	100.0	False	False
TAP1	known	EAS	1074	5	0	0	5.0	5.0	5.0	5.0	5.0	5.0	100.0	100.0	100.0	False	False
TAP1	known	EUR	2912	5	0	0	5.0	5.0	5.0	5.0	5.0	5.0	100.0	100.0	100.0	False	False
TAP1	known	MID	433	5	0	0	5.0	5.0	5.0	5.0	5.0	5.0	100.0	100.0	100.0	False	False
TAP1	known	SAS	1153	4	0	0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
TAP1	known	POOLED	9002	5	0	0	5.0	5.0	5.0	5.0	5.0	5.0	100.0	100.0	100.0	False	False
TAP1	novel	AFR	4722	362	311	15	3585.35	311.72	3585.35	3422.26	672.93	968.81	10.1	10.1	100.0	False	True
TAP1	novel	AMR	3149	321	277	26	1796.09	274.54	1796.09	2993.44	597.91	848.76	17.9	17.9	100.0	False	True
TAP1	novel	EAS	1812	178	161	6	2336.89	145.88	2336.89	1941.48	338.91	493.74	7.6	7.6	100.0	False	True
TAP1	novel	EUR	3014	312	279	15	2905.84	264.25	2905.84	3920.99	590.91	854.74	10.7	10.7	100.0	False	True
TAP1	novel	MID	523	66	53	5	346.36	50.24	346.36	381.36	118.9	166.72	19.1	19.1	100.0	False	True
TAP1	novel	SAS	1294	132	119	4	1900.76	103.5	1900.76	2383.4	250.91	365.73	6.9	6.9	100.0	False	True
TAP1	novel	POOLED	14552	1180	1034	68	9040.9	1076.87	9040.9	11221.33	2213.93	3179.8	13.1	13.1	100.0	False	True
TAP2	all	AFR	5960	433	317	19	3077.0	386.31	3077.0	2459.4	749.95	1047.85	14.1	14.1	100.0	False	True
TAP2	all	AMR	5340	391	272	29	1666.35	346.18	1666.35	1979.7	662.95	905.86	23.5	23.5	100.0	False	True
TAP2	all	EAS	2887	257	189	9	2240.81	217.93	2240.81	1260.34	445.93	625.81	11.5	11.5	100.0	False	True
TAP2	all	EUR	5922	428	315	22	2682.73	378.34	2682.73	2412.63	742.95	1035.85	16.0	16.0	100.0	False	True
TAP2	all	MID	953	136	74	18	287.95	112.65	287.95	329.79	209.92	265.82	47.2	47.2	100.0	False	True
TAP2	all	SAS	2449	204	137	11	1056.79	173.09	1056.79	883.68	340.94	466.85	19.3	19.3	100.0	False	True
TAP2	all	POOLED	23557	1345	1107	62	11227.23	1238.71	11227.23	11308.81	2451.95	3496.87	12.0	12.0	100.0	False	True
TAP2	known	AFR	1962	61	10	3	77.66	54.12	77.66	69.63	70.99	77.99	78.5	78.5	100.0	False	True
TAP2	known	AMR	2247	61	7	6	65.08	55.11	80.01	67.08	68.0	69.0	93.7	76.2	100.0	False	False
TAP2	known	EAS	1074	46	11	3	66.15	39.14	66.15	54.0	56.99	64.98	69.5	69.5	100.0	False	True
TAP2	known	EUR	3150	69	6	7	71.57	63.71	83.99	72.87	75.0	74.0	96.4	82.1	100.0	False	False
TAP2	known	MID	453	45	7	7	48.49	39.31	58.96	49.99	51.98	52.0	92.8	76.3	100.0	False	False
TAP2	known	SAS	974	46	10	3	62.65	39.95	71.54	56.1	55.99	62.98	73.4	64.3	100.0	False	False
TAP2	known	POOLED	9879	75	3	3	76.5	71.17	85.5	76.26	78.0	78.0	98.0	87.7	100.0	False	False
TAP2	novel	AFR	4038	372	307	16	3316.55	320.61	3316.55	3101.85	678.92	969.78	11.2	11.2	100.0	False	True
TAP2	novel	AMR	3130	330	265	23	1856.14	280.98	1856.14	2374.28	594.92	836.77	17.8	17.8	100.0	False	True
TAP2	novel	EAS	1826	211	178	6	2849.89	174.41	2849.89	2245.98	388.9	560.72	7.4	7.4	100.0	False	True
TAP2	novel	EUR	2818	359	309	15	3540.57	310.39	3540.57	3276.5	667.89	961.69	10.1	10.1	100.0	False	True
TAP2	novel	MID	505	91	67	11	294.64	69.87	294.64	440.95	157.87	213.67	30.9	30.9	100.0	False	True
TAP2	novel	SAS	1490	158	127	8	1165.39	130.09	1165.39	1232.33	284.91	403.76	13.6	13.6	100.0	False	True
TAP2	novel	POOLED	13834	1270	1104	59	11598.2	1164.91	11598.2	12114.34	2373.92	3418.77	10.9	10.9	100.0	False	True
